uptime_s,free_mb,total_mb,percent
 108, 196, 16384, 99
 108, 174, 16384, 99
 108, 175, 16384, 99
 108, 190, 16384, 99
 108, 190, 16384, 99
 109, 190, 16384, 99
 109, 190, 16384, 99
 109, 190, 16384, 99
 109, 190, 16384, 99
 109, 1 109, 190, 163 109, 1 109, 190, 163 109, 167, 16384, 99
 109, 1 110, 177, 163 109, 177, 16384, 99
 109, 1 110, 177, 163 110, 1 110, 177, 163 110, 1 110, 177, 163 110, 177, 16384, 99
 110, 1 110, 177, 163 110, 1 110, 177, 163 110, 1 110, 150, 163 110, 166, 16384, 99
 110, 166, 16384, 99
 110, 166, 16384, 99
 111, 166, 16384, 99
 111, 166, 16384, 99
 111, 166, 16384, 99
 111, 166, 16384, 99
 111, 166, 16384, 99
 111, 166, 16384, 99
 111, 1 111, 145, 163 111, 1 112, 145, 163 111, 145, 16384, 99
 111, 145, 16384, 99
 112, 1 112, 145, 163 112, 145, 16384, 99
 112, 145, 16384, 99
 112, 145, 16384, 99
 112, 145, 16384, 99
 112, 145, 16384, 99
 112, 164, 16384, 99
 112, 158, 16384, 99
 112, 158, 16384, 99
 113, 158, 16384, 99
 113, 158, 16384, 99
 113, 158, 16384, 99
 113, 158, 16384, 99
 113, 158, 16384, 99
 113, 158, 16384, 99
 113, 1 113, 158, 163 113, 1 114, 142, 163 113, 1 114, 158, 163 113, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 114, 158, 163 114, 1 115, 158, 163 114, 1 115, 123, 163 114, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 115, 123, 163 115, 1 116, 123, 163 115, 1 116, 123, 163 115, 1 116, 179, 163 115, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 116, 176, 163 116, 1 117, 176, 163 116, 1 117, 176, 163 116, 1 117, 118, 163 117, 1 117, 138, 163 117, 1 117, 138, 163 117, 1 117, 138, 163 117, 1 117, 138, 163 117, 1 117, 138, 163 117, 1 117, 138, 163 117, 1 118, 138, 163 117, 1 118, 138, 163 117, 1 118, 234, 163 117, 2 118, 267, 163 118, 2 118, 260, 163 118, 2 118, 260, 163 118, 2 118, 260, 163 118, 2 118, 260, 163 118, 2 118, 260, 163 118, 2 118, 260, 163 118, 2 119, 260, 163 118, 2 119, 260, 163 118, 2 119, 305, 163 118, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 119, 306, 163 119, 3 120, 306, 163 119, 3 120, 306, 163 119, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 120, 328, 163 120, 3 121, 328, 163 120, 3 121, 328, 163 120, 3 121, 328, 163 120, 3 121, 322, 163 121, 3 121, 334, 163 121, 3 121, 334, 163 121, 3 121, 334, 163 121, 3 121, 334, 163 121, 3 121, 334, 163 121, 3 121, 334, 163 121, 3 122, 334, 163 121, 3 122, 334, 163 121, 3 122, 326, 163 122, 3 122, 328, 163 122, 3 122, 328, 163 122, 3 122, 328, 163 122, 3 122, 328, 163 122, 3 122, 328, 163 122, 3 122, 328, 163 122, 3 123, 328, 163 122, 3 123, 328, 163 122, 3 123, 328, 163 122, 3 123, 283, 163 123, 2 123, 278, 163 123, 2 123, 278, 163 123, 2 123, 278, 163 123, 2 123, 278, 163 123, 2 123, 278, 163 123, 2 124, 278, 163 123, 2 124, 278, 163 123, 2 124, 278, 163 123, 2 124, 278, 163 124, 2 124, 254, 163 124, 2 124, 253, 163 124, 2 124, 253, 163 124, 2 124, 253, 16384, 98
 124, 253, 163 124, 2 124, 253, 163 124, 2 125, 253, 163 124, 2 125, 253, 163 124, 2 125, 253, 163 124, 2 125, 253, 163 125, 2 125, 305, 163 125, 3 125, 322, 163 125, 3 125, 291, 163 125, 2 125, 291, 163 125, 2 125, 291, 16384, 98
 126, 291, 16384, 98
 126, 291, 16384, 98
 126, 291, 16384, 98
 126, 291, 16384, 98
 126, 291, 16384, 98
 126, 257, 16384, 98
 126, 270, 16384, 98
 126, 270, 16384, 98
 126, 270, 16384, 98
 127, 270, 16384, 98
 127, 270, 16384, 98
 127, 270, 16384, 98
 127, 270, 16384, 98
 127, 270, 16384, 98
 127, 481, 16384, 97
 127, 481, 16384, 97
 127, 481, 16384, 97
 127, 481, 16384, 97
 127, 481, 16384, 97
 128, 481, 16384, 97
 128, 481, 16384, 97
 128, 481, 16384, 97
 128, 481, 16384, 97
 128, 481, 16384, 97
 128, 341, 16384, 98
 128, 342, 16384, 98
 128, 344, 16384, 98
 128, 356, 16384, 98
 129, 356, 16384, 98
 129, 356, 16384, 98
 129, 356, 16384, 98
 129, 356, 16384, 98
 129, 356, 16384, 98
 129, 356, 16384, 98
 129, 438, 16384, 97
 129, 446, 16384, 97
 129, 446, 16384, 97
 129, 446, 16384, 97
 130, 446, 16384, 97
 130, 446, 16384, 97
 130, 446, 16384, 97
 130, 446, 16384, 97
 130, 446, 16384, 97
 130, 446, 16384, 97
 130, 443, 16384, 97
 130, 443, 16384, 97
 130, 443, 16384, 97
 130, 443, 16384, 97
 131, 443, 16384, 97
 131, 443, 16384, 97
 131, 443, 16384, 97
 131, 443, 163 131, 4 131, 443, 163 131, 4 131, 443, 163 131, 4 131, 433, 16384, 97
 131, 417, 16384, 97
 131, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 426, 16384, 97
 132, 296, 16384, 98
 132, 287, 16384, 98
 132, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 282, 16384, 98
 133, 339, 16384, 98
 133, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 339, 16384, 98
 134, 353, 16384, 98
 134, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 16384, 98
 135, 354, 163 135, 3 135, 254, 163 135, 2 136, 283, 163 135, 2 136, 257, 163 135, 2 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 257, 16384, 98
 136, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 16384, 98
 137, 308, 163 137, 3 138, 363, 163 137, 3 138, 363, 163 137, 3 138, 363, 163 137, 3 138, 363, 163 138, 3 138, 363, 163 138, 3 138, 363, 16384, 98
 138, 363, 163 138, 3 138, 363, 163 138, 3 138, 363, 16384, 98
 138, 363, 16384, 98
 139, 270, 16384, 98
 139, 236, 16384, 99
 139, 236, 163 139, 2 139, 236, 163 139, 2 139, 236, 163 139, 2 139, 236, 16384, 99
 139, 236, 163 139, 2 139, 236, 163 139, 2 139, 236, 16384, 99
 140, 236, 163 139, 2 140, 256, 163 139, 2 140, 233, 163 139, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 140, 233, 163 140, 2 141, 233, 163 140, 2 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 141, 184, 16384, 99
 142, 184, 16384, 99
 142, 187, 16384, 99
 142, 202, 16384, 99
 142, 198, 163 142, 1 142, 198, 163 142, 1 142, 198, 163 142, 1 142, 198, 163 142, 1 142, 198, 163 142, 1 142, 198, 163 142, 1 143, 198, 163 142, 1 143, 198, 163 142, 1 143, 635, 163 142, 6 143, 552, 163 143, 5 143, 552, 163 143, 5 143, 552, 163 143, 5 143, 552, 163 143, 5 143, 552, 163 143, 5 143, 552, 163 143, 5 143, 552, 163 143, 5 144, 552, 163 143, 5 144, 552, 163 143, 5 144, 286, 163 144, 2 144, 286, 163 144, 2 144, 286, 163 144, 2 144, 286, 163 144, 2 144, 286, 163 144, 2 144, 286, 163 144, 2 144, 286, 163 144, 2 145, 286, 163 144, 2 145, 286, 163 144, 2 145, 305, 163 144, 3 145, 305, 16384, 98
 145, 305, 16384, 98
 145, 305, 16384, 98
 145, 305, 16384, 98
 145, 305, 16384, 98
 145, 305, 16384, 98
 146, 305, 16384, 98
 146, 305, 16384, 98
 146, 305, 16384, 98
 146, 316, 16384, 98
 146, 305, 163 146, 3 146, 305, 163 146, 3 146, 305, 16384, 98
 146, 305, 16384, 98
 146, 305, 16384, 98
 146, 305, 163 146, 3 147, 305, 163 146, 3 147, 305, 16384, 98
 147, 305, 16384, 98
 147, 311, 163 147, 3 147, 332, 163 147, 3 147, 332, 163 147, 3 147, 332, 163 147, 3 147, 332, 163 147, 3 147, 332, 163 147, 3 148, 332, 163 147, 3 148, 332, 163 147, 3 148, 332, 163 147, 3 148, 332, 163 148, 2 148, 209, 163 148, 2 148, 253, 163 148, 2 148, 255, 163 148, 2 148, 255, 163 148, 2 148, 255, 163 148, 2 148, 255, 163 148, 2 149, 255, 163 148, 2 149, 255, 163 148, 2 149, 255, 163 149, 2 149, 221, 163 149, 2 149, 221, 163 149, 2 149, 221, 163 149, 2 149, 221, 163 149, 2 149, 221, 163 149, 2 149, 221, 163 149, 2 150, 221, 163 149, 2 150, 221, 163 149, 2 150, 221, 163 149, 2 150, 221, 163 150, 1 150, 191, 163 150, 1 150, 191, 163 150, 1 150, 191, 163 150, 1 150, 191, 163 150, 1 150, 191, 163 150, 1 150, 191, 163 150, 1 151, 191, 163 150, 1 151, 191, 163 150, 1 151, 191, 163 151, 1 151, 244, 163 151, 2 151, 264, 163 151, 2 151, 264, 163 151, 2 151, 264, 163 151, 2 151, 264, 163 151, 2 151, 264, 163 151, 2 152, 264, 163 151, 2 152, 264, 163 151, 2 152, 264, 163 152, 2 152, 264, 163 152, 2 152, 276, 163 152, 2 152, 249, 163 152, 2 152, 248, 163 152, 2 152, 248, 163 152, 2 152, 248, 163 152, 2 152, 248, 163 152, 2 153, 248, 163 152, 2 153, 248, 163 152, 2 153, 248, 163 153, 2 153, 248, 163 153, 2 153, 290, 163 153, 2 153, 282, 163 153, 2 153, 282, 163 153, 2 153, 282, 163 153, 2 153, 282, 163 153, 2 154, 282, 163 153, 2 154, 282, 163 153, 2 154, 282, 163 154, 2 154, 282, 163 154, 2 154, 282, 163 154, 2 154, 291, 163 154, 2 154, 291, 163 154, 2 154, 291, 163 154, 2 154, 291, 163 154, 2 154, 291, 163 154, 2 155, 291, 163 154, 2 155, 291, 163 154, 2 155, 291, 163 155, 2 155, 291, 163 155, 2 155, 291, 163 155, 2 155, 251, 163 155, 2 155, 251, 163 155, 2 155, 251, 163 155, 2 155, 251, 163 155, 2 156, 251, 163 155, 2 156, 251, 163 155, 2 156, 251, 163 155, 2 156, 251, 163 156, 2 156, 251, 163 156, 2 156, 122, 163 156, 1 156, 122, 163 156, 1 156, 122, 163 156, 1 156, 122, 163 156, 1 156, 122, 163 156, 1 157, 122, 163 156, 1 157, 122, 163 156, 1 157, 122, 163 157, 1 157, 122, 163 157, 1 157, 122, 163 157, 1 157, 180, 163 157, 1 157, 177, 163 157, 1 157, 177, 163 157, 1 157, 177, 163 157, 1 158, 177, 163 157, 1 158, 177, 163 157, 1 158, 177, 163 157, 1 158, 177, 163 158, 1 158, 177, 163 158, 1 158, 177, 163 158, 1 158, 176, 163 158, 1 158, 176, 163 158, 1 158, 176, 163 158, 1 158, 176, 163 158, 1 159, 176, 163 158, 1 159, 176, 163 158, 1 159, 176, 163 158, 1 159, 176, 163 159, 1 159, 176, 163 159, 1 159, 184, 163 159, 2 159, 200, 163 159, 2 159, 200, 163 159, 2 159, 200, 163 159, 2 160, 200, 163 159, 2 160, 200, 163 159, 2 160, 200, 163 159, 2 160, 200, 163 160, 2 160, 200, 163 160, 2 160, 200, 163 160, 2 160, 200, 16384, 99
 160, 184, 16384, 99
 160, 184, 16384, 99
 161, 184, 16384, 99
 161, 184, 16384, 99
 161, 184, 163 160, 1 161, 184, 16384, 99
 161, 184, 163 161, 1 161, 184, 16384, 99
 161, 172, 16384, 99
 161, 173, 16384, 99
 161, 173, 16384, 99
 161, 173, 16384, 99
 162, 173, 16384, 99
 162, 173, 16384, 99
 162, 173, 16384, 99
 162, 173, 16384, 99
 162, 173, 16384, 99
 162, 173, 163 162, 1 162, 143, 16384, 99
 162, 143, 163 162, 1 162, 143, 16384, 99
 163, 143, 163 162, 1 163, 143, 16384, 99
 163, 143, 16384, 99
 163, 143, 16384, 99
 163, 143, 16384, 99
 163, 143, 16384, 99
 163, 143, 16384, 99
 163, 139, 16384, 99
 163, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 139, 16384, 99
 164, 149, 16384, 99
 164, 143, 16384, 99
 164, 152, 16384, 99
 165, 152, 16384, 99
 165, 152, 16384, 99
 165, 152, 16384, 99
 165, 152, 16384, 99
 165, 152, 16384, 99
 165, 152, 16384, 99
 165, 150, 16384, 99
 165, 147, 16384, 99
 165, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 147, 16384, 99
 166, 192, 16384, 99
 166, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 184, 16384, 99
 167, 190, 16384, 99
 167, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 190, 16384, 99
 168, 218, 16384, 99
 168, 203, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 204, 16384, 99
 169, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 194, 16384, 99
 170, 189, 16384, 99
 170, 159, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 136, 16384, 99
 171, 146, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 147, 16384, 99
 172, 141, 16384, 99
 172, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 149, 16384, 99
 173, 166, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 152, 16384, 99
 174, 204, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 175, 215, 16384, 99
 176, 249, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 176, 254, 16384, 98
 177, 243, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 177, 242, 16384, 99
 178, 275, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 178, 246, 16384, 98
 179, 254, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 179, 259, 16384, 98
 180, 259, 16384, 98
 180, 236, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 180, 238, 16384, 99
 181, 238, 16384, 99
 181, 232, 16384, 99
 181, 219, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 181, 217, 16384, 99
 182, 217, 16384, 99
 182, 260, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 182, 265, 16384, 98
 183, 265, 16384, 98
 183, 262, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 183, 252, 16384, 98
 184, 252, 16384, 98
 184, 327, 16384, 98
 184, 320, 16384, 98
 184, 317, 16384, 98
 184, 317, 16384, 98
 184, 317, 16384, 98
 184, 317, 16384, 98
 184, 317, 16384, 98
 184, 317, 16384, 98
 185, 317, 16384, 98
 185, 317, 16384, 98
 185, 272, 16384, 98
 185, 283, 16384, 98
 185, 290, 16384, 98
 185, 290, 16384, 98
 185, 290, 16384, 98
 185, 290, 16384, 98
 185, 290, 16384, 98
 185, 290, 16384, 98
 186, 290, 16384, 98
 186, 285, 16384, 98
 186, 283, 16384, 98
 186, 279, 16384, 98
 186, 279, 16384, 98
 186, 279, 16384, 98
 186, 279, 16384, 98
 186, 279, 16384, 98
 186, 279, 16384, 98
 187, 279, 16384, 98
 187, 279, 16384, 98
 187, 418, 16384, 97
 187, 420, 16384, 97
 187, 388, 16384, 98
 187, 388, 16384, 98
 187, 388, 16384, 98
 187, 388, 16384, 98
 187, 388, 16384, 98
 187, 388, 16384, 98
 188, 388, 16384, 98
 188, 388, 16384, 98
 188, 409, 16384, 98
 188, 410, 16384, 97
 188, 410, 16384, 97
 188, 410, 16384, 97
 188, 410, 16384, 97
 188, 410, 16384, 97
 188, 410, 16384, 97
 189, 410, 16384, 97
 189, 410, 16384, 97
 189, 410, 16384, 97
 189, 395, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
96, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 396, 16384, 98
 189, 2900, 16384, 82
 190, 2865, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 190, 2853, 16384, 83
 191, 2552, 16384, 84
 191, 2539, 16384, 85
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 191, 2372, 16384, 86
 192, 2340, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 192, 2348, 16384, 86
 193, 2145, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 193, 2206, 16384, 87
 194, 2115, 16384, 87
 194, 2156, 16384, 87
 194, 2169, 16384, 87
 194, 2168, 16384, 87
 194, 2168, 16384, 87
 194, 2168, 16384, 87
 194, 2168, 16384, 87
 194, 2168, 16384, 87
 194, 2168, 16384, 87
 195, 2168, 16384, 87
 195, 2138, 16384, 87
 195, 2107, 16384, 87
 195, 2126, 16384, 87
 195, 2127, 16384, 87
 195, 2127, 16384, 87
 195, 2127, 16384, 87
 195, 2127, 16384, 87
 195, 2127, 16384, 87
 195, 2127, 16384, 87
 196, 2127, 16384, 87
 196, 2064, 16384, 87
 196, 2065, 16384, 87
 196, 2064, 16384, 87
 196, 2068, 16384, 87
 196, 2068, 16384, 87
 196, 2068, 16384, 87
 196, 2068, 16384, 87
 196, 2068, 16384, 87
 196, 2068, 16384, 87
 197, 2068, 16384, 87
 197, 2050, 16384, 87
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 197, 2048, 16384, 88
 198, 2048, 16384, 88
 198, 1935, 16384, 88
 198, 1988, 16384, 88
 198, 1969, 16384, 88
 198, 1976, 16384, 88
 198, 1976, 16384, 88
 198, 1976, 16384, 88
 198, 1976, 16384, 88
 198, 1976, 16384, 88
 198, 1976, 16384, 88
 199, 1976, 16384, 88
 199, 1958, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 199, 1959, 16384, 88
 200, 1959, 16384, 88
 200, 1851, 16384, 89
 200, 1824, 16384, 89
 200, 1850, 16384, 89
 200, 1828, 16384, 89
 200, 1828, 16384, 89
 200, 1828, 16384, 89
 200, 1828, 16384, 89
 200, 1828, 16384, 89
 200, 1828, 16384, 89
 201, 1828, 16384, 89
 201, 1703, 16384, 90
 201, 1695, 16384, 90
 201, 1683, 16384, 90
 201, 1688, 16384, 90
 201, 1688, 16384, 90
 201, 1688, 16384, 90
 201, 1688, 16384, 90
 201, 1688, 16384, 90
 202, 1688, 16384, 90
 202, 1688, 16384, 90
 202, 1658, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 202, 1657, 16384, 90
 203, 1657, 16384, 90
 203, 1657, 16384, 90
 203, 1588, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 203, 1612, 16384, 90
 204, 1612, 16384, 90
 204, 1612, 16384, 90
 204, 1565, 16384, 90
 204, 1549, 16384, 91
 204, 1542, 16384, 91
 204, 1551, 16384, 91
 204, 1551, 16384, 91
 204, 1551, 16384, 91
 204, 1551, 16384, 91
 204, 1551, 16384, 91
 205, 1551, 16384, 91
 205, 1551, 16384, 91
 205, 1515, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 205, 1519, 16384, 91
 206, 1519, 16384, 91
 206, 1519, 16384, 91
 206, 1473, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 206, 1455, 16384, 91
 207, 1455, 16384, 91
 207, 1455, 16384, 91
 207, 1164, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 207, 1165, 16384, 93
 208, 1165, 16384, 93
 208, 1165, 16384, 93
 208, 1165, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 208, 1156, 16384, 93
 209, 1156, 16384, 93
 209, 1156, 16384, 93
 209, 1110, 16384, 93
 209, 936, 16384, 94
 209, 900, 16384, 95
 209, 900, 16384, 95
 209, 900, 16384, 95
 209, 900, 16384, 95
 209, 900, 16384, 95
 210, 900, 16384, 95
 210, 900, 16384, 95
 210, 900, 16384, 95
 210, 711, 16384, 96
 210, 709, 16384, 96
 210, 709, 16384, 96
 210, 709, 16384, 96
 210, 709, 16384, 96
 210, 709, 16384, 96
 210, 709, 16384, 96
 211, 709, 16384, 96
 211, 709, 16384, 96
 211, 709, 16384, 96
 211, 561, 16384, 97
 211, 554, 16384, 97
 211, 552, 16384, 97
 211, 552, 16384, 97
 211, 552, 16384, 97
 211, 552, 16384, 97
 211, 552, 16384, 97
 212, 552, 16384, 97
 212, 552, 16384, 97
 212, 552, 16384, 97
 212, 538, 16384, 97
 212, 556, 16384, 97
 212, 554, 16384, 97
 212, 554, 16384, 97
 212, 554, 16384, 97
 212, 554, 16384, 97
 212, 554, 16384, 97
 213, 554, 16384, 97
 213, 554, 16384, 97
 213, 554, 16384, 97
 213, 491, 16384, 97
 213, 493, 16384, 97
 213, 489, 16384, 97
 213, 489, 16384, 97
 213, 489, 16384, 97
 213, 489, 16384, 97
 213, 489, 16384, 97
 214, 489, 16384, 97
 214, 489, 16384, 97
 214, 489, 16384, 97
 214, 460, 16384, 97
 214, 463, 16384, 97
 214, 460, 16384, 97
 214, 460, 16384, 97
 214, 460, 16384, 97
 214, 460, 16384, 97
 214, 460, 16384, 97
 215, 460, 16384, 97
 215, 460, 16384, 97
 215, 460, 16384, 97
 215, 474, 16384, 97
 215, 473, 16384, 97
 215, 457, 16384, 97
 215, 470, 16384, 97
 215, 470, 16384, 97
 215, 470, 16384, 97
 216, 470, 16384, 97
 216, 470, 16384, 97
 216, 470, 16384, 97
 216, 470, 16384, 97
 216, 472, 16384, 97
 216, 495, 16384, 97
 216, 495, 16384, 97
 216, 495, 16384, 97
 216, 495, 16384, 97
 216, 495, 16384, 97
 217, 495, 16384, 97
 217, 495, 16384, 97
 217, 495, 16384, 97
 217, 495, 16384, 97
 217, 484, 16384, 97
 217, 484, 16384, 97
 217, 484, 16384, 97
 217, 484, 16384, 97
 217, 484, 16384, 97
 217, 484, 16384, 97
 218, 484, 16384, 97
 218, 484, 16384, 97
 218, 484, 16384, 97
 218, 484, 16384, 97
 218, 535, 16384, 97
 218, 508, 16384, 97
 218, 508, 16384, 97
 218, 508, 16384, 97
 218, 508, 16384, 97
 218, 508, 16384, 97
 219, 508, 16384, 97
 219, 508, 16384, 97
 219, 508, 16384, 97
