uptime_s,free_mb,total_mb,percent
 1, 275, 16384, 98
 1, 275, 16384, 98
 1, 144, 16384, 99
 1, 175, 16384, 99
 1, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 175, 16384, 99
 2, 249, 16384, 98
 2, 261, 16384, 98
 2, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 281, 16384, 98
 3, 271, 16384, 98
 3, 271, 16384, 98
 3, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 271, 16384, 98
 4, 199, 16384, 99
 4, 229, 16384, 99
 4, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 229, 16384, 99
 5, 236, 16384, 99
 5, 236, 16384, 99
 5, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 236, 16384, 99
 6, 232, 16384, 99
 6, 240, 16384, 99
 6, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 240, 16384, 99
 7, 118, 16384, 99
 7, 186, 16384, 99
 7, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 186, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 8, 143, 16384, 99
 9, 1290, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 9, 1367, 16384, 92
 10, 1027, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 10, 969, 16384, 94
 11, 354, 16384, 98  11, 354, 16384, 9 1 11, 354, 16384,  1, 11, 354, 16384, 1,  11, 354, 16384 2, 3 11, 354, 1638 2, 35 11, 354, 163 2, 354 11, 354, 16 2, 354, 11, 354, 1 2, 354,  11, 354,  2, 354, 1 12, 298, 2, 289, 16 12, 289 2, 289, 163 12, 28 2, 289, 1638 12, 2 2, 289, 16384 12,  3, 289, 16384, 12, 3, 289, 16384,  12 3, 289, 16384, 9 1 3, 289, 16384, 98  3, 289, 16384, 98
 3, 289, 16384, 98
 3, 342, 16384, 98
 3, 259, 16384, 98
 3, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 266, 16384, 98
 4, 247, 16384, 98
 4, 253, 16384, 98
 4, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 253, 16384, 98
 5, 231, 16384, 99
 5, 231, 16384, 99
 5, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 231, 16384, 99
 6, 239, 16384, 99
 6, 211, 16384, 99
 6, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 211, 16384, 99
 7, 194, 16384, 99
 7, 172, 16384, 99
 7, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 172, 16384, 99
 8, 595, 16384, 96
, 16384, 99
 18, 172, 16384, 99
 18, 490, 16384, 97
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 18, 592, 16384, 96
 19, 592, 16384, 96
 19, 218, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 19, 228, 16384, 99
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 20, 369, 16384, 98
 21, 317, 16384, 98
 21, 309, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 21, 317, 16384, 98
 22, 317, 16384, 98
 22, 363, 16384, 98
 22, 363, 16384, 98
 22, 360, 16384, 98
 22, 367, 16384, 98
 22, 367, 16384, 98
 22, 367, 16384, 98
 22, 367, 16384, 98
 22, 367, 16384, 98
 22, 367, 16384, 98
 23, 367, 16384, 98
 23, 309, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 23, 312, 16384, 98
 24, 312, 16384, 98
 24, 442, 16384, 97
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 24, 373, 16384, 98
 25, 427, 16384, 97
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 25, 1677, 16384, 90
 26, 1679, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 26, 1678, 16384, 90
 27, 1374, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 27, 1346, 16384, 92
 28, 1147, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 28, 1135, 16384, 93
 29, 1135, 16384, 93
 29, 1095, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 29, 1093, 16384, 93
 30, 1093, 16384, 93
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 30, 999, 16384, 94
 31, 999, 16384, 94
 31, 776, 16384, 95
 31, 728, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 31, 712, 16384, 96
 32, 712, 16384, 96
 32, 627, 16384, 96
 32, 546, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 32, 517, 16384, 97
 33, 517, 16384, 97
 33, 405, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 33, 407, 16384, 98
 34, 407, 16384, 98
 34, 405, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 34, 399, 16384, 98
 35, 399, 16384, 98
 35, 399, 16384, 98
 35, 195, 16384, 99
 35, 217, 16384, 99
 35, 213, 16384, 99
 35, 213, 16384, 99
 35, 213, 16384, 99
 35, 213, 16384, 99
 35, 213, 16384, 99
 35, 213, 16384, 99
 36, 213, 16384, 99
 36, 213, 16384, 99
 36, 255, 16384, 98
 36, 210, 16384, 99
 36, 210, 16384, 99
 36, 210, 16384, 99
 36, 210, 16384, 99
 36, 210, 16384, 99
 36, 210, 16384, 99
 36, 210, 16384, 99
 37, 210, 16384, 99
 37, 232, 16384, 99
 37, 251, 16384, 98
 37, 224, 16384, 99
 37, 252, 16384, 98
 37, 252, 16384, 98
 37, 252, 16384, 98
 37, 252, 16384, 98
 37, 252, 16384, 98
 37, 252, 16384, 98
 38, 252, 16384, 98
 38, 247, 16384, 98
 38, 242, 16384, 99
 38, 247, 16384, 98
 38, 247, 16384, 98
 38, 247, 16384, 98
 38, 247, 16384, 98
 38, 247, 16384, 98
 38, 247, 16384, 98
 38, 247, 16384, 98
 39, 247, 16384, 98
 39, 223, 16384, 99
 39, 246, 16384, 98
 39, 245, 16384, 99
 39, 245, 16384, 99
 39, 245, 16384, 99
 39, 245, 16384, 99
 39, 245, 16384, 99
 39, 245, 16384, 99
 39, 245, 16384, 99
 40, 245, 16384, 99
 40, 244, 16384, 99
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 40, 246, 16384, 98
 41, 246, 16384, 98
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 41, 219, 16384, 99
 42, 219, 16384, 99
 42, 219, 16384, 99
 42, 202, 16384, 99
 42, 161, 16384, 99
 42, 147, 16384, 99
 42, 146, 16384, 99
 42, 146, 16384, 99
 42, 146, 16384, 99
 42, 146, 16384, 99
 42, 146, 16384, 99
 43, 146, 16384, 99
 43, 146, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 43, 134, 16384, 99
 44, 134, 16384, 99
 44, 134, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 44, 124, 16384, 99
 45, 124, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 45, 180, 16384, 99
 46, 180, 16384, 99
 46, 180, 16384, 99
 46, 208, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 46, 203, 16384, 99
 47, 203, 16384, 99
 47, 203, 16384, 99
 47, 188, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 47, 216, 16384, 99
 48, 216, 16384, 99
 48, 216, 16384, 99
 48, 226, 16384, 99
 48, 254, 16384, 98
 48, 254, 16384, 98
 48, 254, 16384, 98
 48, 254, 16384, 98
 48, 254, 16384, 98
 48, 254, 16384, 98
 48, 254, 16384, 98
 49, 254, 16384, 98
 49, 254, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 49, 271, 16384, 98
 50, 271, 16384, 98
 50, 271, 16384, 98
 50, 268, 16384, 98
 50, 264, 16384, 98
 50, 262, 16384, 98
 50, 255, 16384, 98
 50, 255, 16384, 98
 50, 255, 16384, 98
 50, 255, 16384, 98
 50, 255, 16384, 98
 51, 255, 16384, 98
 51, 255, 16384, 98
 51, 254, 16384, 98
 51, 245, 16384, 99
 51, 241, 16384, 99
 51, 241, 16384, 99
 51, 241, 16384, 99
 51, 241, 16384, 99
 51, 241, 16384, 99
 51, 241, 16384, 99
 52, 241, 16384, 99
 52, 241, 16384, 99
 52, 220, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 52, 222, 16384, 99
 53, 222, 16384, 99
 53, 222, 16384, 99
 53, 175, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 53, 174, 16384, 99
 54, 174, 16384, 99
 54, 174, 16384, 99
 54, 124, 16384, 99
 54, 122, 16384, 99
 54, 149, 16384, 99
 54, 149, 16384, 99
 54, 149, 16384, 99
 54, 149, 16384, 99
 54, 149, 16384, 99
 55, 149, 16384, 99
 55, 149, 16384, 99
 55, 149, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 55, 137, 16384, 99
 56, 137, 16384, 99
 56, 137, 16384, 99
 56, 137, 16384, 99
 56, 93, 16384, 99
 56, 165, 16384, 99
 56, 165, 16384, 99
 56, 165, 16384, 99
 56, 165, 16384, 99
 56, 165, 16384, 99
 56, 165, 16384, 99
 57, 165, 16384, 99
 57, 165, 16384, 99
 57, 142, 16384, 99
 57, 197, 16384, 99
 57, 191, 16384, 99
 57, 191, 16384, 99
 57, 191, 16384, 99
 57, 191, 16384, 99
 57, 191, 16384, 99
 57, 191, 16384, 99
 58, 191, 16384, 99
 58, 191, 16384, 99
 58, 231, 16384, 99
 58, 231, 16384, 99
 58, 239, 16384, 99
 58, 233, 16384, 99
 58, 233, 16384, 99
 58, 233, 16384, 99
 58, 233, 16384, 99
 58, 233, 16384, 99
 59, 233, 16384, 99
 59, 233, 16384, 99
 59, 250, 16384, 98
 59, 236, 16384, 99
 59, 214, 16384, 99
 59, 214, 16384, 99
 59, 214, 16384, 99
 59, 214, 16384, 99
 59, 214, 16384, 99
 59, 214, 16384, 99
 60, 214, 16384, 99
 60, 214, 16384, 99
 60, 180, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 60, 199, 16384, 99
 61, 199, 16384, 99
 61, 199, 16384, 99
 61, 195, 16384, 99
 61, 199, 16384, 99
 61, 200, 16384, 99
 61, 200, 16384, 99
 61, 200, 16384, 99
 61, 200, 16384, 99
 61, 200, 16384, 99
 62, 200, 16384, 99
 62, 200, 16384, 99
 62, 200, 16384, 99
 62, 150, 16384, 99
 62, 128, 16384, 99
 62, 114, 16384, 99
 62, 106, 16384, 99
 62, 106, 16384, 99
 62, 106, 16384, 99
 62, 106, 16384, 99
 63, 106, 16384, 99
 63, 106, 16384, 99
 63, 106, 16384, 99
 63, 116, 16384, 99
 63, 123, 16384, 99
 63, 121, 16384, 99
 63, 121, 16384, 99
 63, 121, 16384, 99
 63, 121, 16384, 99
 63, 121, 16384, 99
 64, 121, 16384, 99
 64, 121, 16384, 99
 64, 121, 16384, 99
 64, 116, 16384, 99
 64, 134, 16384, 99
 64, 134, 16384, 99
 64, 134, 16384, 99
 64, 134, 16384, 99
 64, 134, 16384, 99
 64, 134, 16384, 99
 65, 134, 16384, 99
 65, 134, 16384, 99
 65, 134, 16384, 99
 65, 162, 16384, 99
 65, 160, 16384, 99
 65, 139, 16384, 99
 65, 143, 16384, 99
 65, 143, 16384, 99
 65, 143, 16384, 99
 65, 143, 16384, 99
 66, 143, 16384, 99
 66, 143, 16384, 99
 66, 143, 16384, 99
 66, 126, 16384, 99
 66, 137, 16384, 99
 66, 132, 16384, 99
 66, 132, 16384, 99
 66, 132, 16384, 99
 66, 132, 16384, 99
 66, 132, 16384, 99
 67, 132, 16384, 99
 67, 132, 16384, 99
 67, 132, 16384, 99
 67, 137, 16384, 99
 67, 138, 16384, 99
 67, 138, 16384, 99
 67, 138, 16384, 99
 67, 138, 16384, 99
 67, 138, 16384, 99
 67, 138, 16384, 99
 68, 138, 16384, 99
 68, 138, 16384, 99
 68, 138, 16384, 99
 68, 148, 16384, 99
 68, 154, 16384, 99
 68, 154, 16384, 99
 68, 154, 16384, 99
 68, 154, 16384, 99
 68, 154, 16384, 99
 69, 154, 16384, 99
 69, 154, 16384, 99
 69, 154, 16384, 99
 69, 154, 16384, 99
 69, 132, 16384, 99
 69, 100, 16384, 99
 69, 138, 16384, 99
 69, 130, 16384, 99
 69, 130, 16384, 99
 69, 130, 16384, 99
 70, 130, 16384, 99
 70, 130, 16384, 99
 70, 130, 16384, 99
 70, 130, 16384, 99
 70, 131, 16384, 99
 70, 131, 16384, 99
 70, 130, 16384, 99
 70, 121, 16384, 99
 70, 121, 16384, 99
 70, 121, 16384, 99
 71, 121, 16384, 99
 71, 121, 16384, 99
 71, 121, 16384, 99
 71, 121, 16384, 99
 71, 126, 16384, 99
 71, 122, 16384, 99
 71, 118, 16384, 99
 71, 118, 16384, 99
 71, 118, 16384, 99
 71, 118, 16384, 99
 72, 118, 16384, 99
 72, 118, 16384, 99
 72, 118, 16384, 99
 72, 118, 16384, 99
 72, 100, 16384, 99
 72, 100, 16384, 99
 72, 100, 16384, 99
 72, 100, 16384, 99
 72, 100, 16384, 99
 72, 100, 16384, 99
 73, 100, 16384, 99
 73, 100, 16384, 99
 73, 100, 16384, 99
 73, 100, 16384, 99
 73, 85, 16384, 99
 73, 87, 16384, 99
 73, 86, 16384, 99
 73, 86, 16384, 99
 73, 86, 16384, 99
 73, 86, 16384, 99
 74, 86, 16384, 99
 74, 86, 16384, 99
 74, 86, 16384, 99
 74, 86, 16384, 99
 74, 106, 16384, 99
 74, 103, 16384, 99
 74, 103, 16384, 99
 74, 103, 16384, 99
 74, 103, 16384, 99
 74, 103, 16384, 99
 75, 103, 16384, 99
 75, 103, 16384, 99
 75, 103, 16384, 99
 75, 103, 16384, 99
 75, 140, 16384, 99
 75, 134, 16384, 99
 75, 136, 16384, 99
 75, 136, 16384, 99
 75, 136, 16384, 99
 75, 136, 16384, 99
 76, 136, 16384, 99
 76, 136, 16384, 99
 76, 136, 16384, 99
 76, 136, 16384, 99
 76, 152, 16384, 99
 76, 132, 16384, 99
 76, 134, 16384, 99
 76, 134, 16384, 99
 76, 134, 16384, 99
 76, 134, 16384, 99
 77, 134, 16384, 99
 77, 134, 16384, 99
 77, 134, 16384, 99
 77, 134, 16384, 99
 77, 124, 16384, 99
 77, 141, 16384, 99
 77, 141, 16384, 99
 77, 140, 16384, 99
 77, 140, 16384, 99
 78, 140, 16384, 99
 78, 140, 16384, 99
 78, 140, 16384, 99
 78, 140, 16384, 99
 78, 140, 16384, 99
 78, 113, 16384, 99
 78, 123, 16384, 99
 78, 82, 16384, 99
 78, 82, 16384, 99
 78, 82, 16384, 99
 79, 82, 16384, 99
 79, 82, 16384, 99
 79, 82, 16384, 99
 79, 82, 16384, 99
 79, 82, 16384, 99
 79, 139, 16384, 99
 79, 129, 16384, 99
 79, 129, 16384, 99
 79, 129, 16384, 99
 79, 129, 16384, 99
 80, 129, 16384, 99
 80, 129, 16384, 99
 80, 129, 16384, 99
 80, 129, 16384, 99
 80, 129, 16384, 99
 80, 372, 16384, 98
 80, 371, 16384, 98
 80, 371, 16384, 98
 80, 371, 16384, 98
 80, 371, 16384, 98
 81, 371, 16384, 98
 81, 371, 16384, 98
 81, 371, 16384, 98
 81, 371, 16384, 98
 81, 371, 16384, 98
 81, 302, 16384, 98
 81, 301, 16384, 98
 81, 301, 16384, 98
 81, 301, 16384, 98
 81, 301, 16384, 98
 82, 301, 16384, 98
 82, 301, 16384, 98
 82, 301, 16384, 98
 82, 301, 16384, 98
 82, 301, 16384, 98
 82, 281, 16384, 98
 82, 272, 16384, 98
 82, 273, 16384, 98
 82, 273, 16384, 98
 82, 273, 16384, 98
 83, 273, 16384, 98
 83, 273, 16384, 98
 83, 273, 16384, 98
 83, 273, 16384, 98
 83, 273, 16384, 98
 83, 187, 16384, 99
 83, 187, 16384, 99
 83, 187, 16384, 99
 83, 187, 16384, 99
 83, 187, 16384, 99
 84, 187, 16384, 99
 84, 187, 16384, 99
 84, 187, 16384, 99
 84, 187, 16384, 99
 84, 187, 16384, 99
 84, 148, 16384, 99
 84, 148, 16384, 99
 84, 148, 16384, 99
 84, 148, 16384, 99
 84, 148, 16384, 99
 85, 148, 16384, 99
 85, 148, 16384, 99
 85, 148, 16384, 99
 85, 148, 16384, 99
 85, 148, 16384, 99
 85, 110, 16384, 99
 85, 159, 16384, 99
 85, 182, 16384, 99
 85, 181, 16384, 99
 86, 181, 16384, 99
 86, 181, 16384, 99
 86, 181, 16384, 99
 86, 181, 16384, 99
 86, 181, 16384, 99
 86, 181, 16384, 99
 86, 167, 16384, 99
 86, 167, 16384, 99
 86, 167, 16384, 99
 86, 167, 16384, 99
 87, 167, 16384, 99
 87, 167, 16384, 99
 87, 167, 16384, 99
 87, 167, 16384, 99
 87, 167, 16384, 99
 87, 173, 16384, 99
 87, 172, 16384, 99
 87, 172, 16384, 99
 87, 172, 16384, 99
 87, 172, 16384, 99
 88, 172, 16384, 99
 88, 172, 16384, 99
 88, 172, 16384, 99
 88, 172, 16384, 99
 88, 172, 16384, 99
 88, 170, 16384, 99
 88, 147, 16384, 99
 88, 160, 16384, 99
 88, 153, 16384, 99
 88, 153, 16384, 99
 89, 153, 16384, 99
 89, 153, 16384, 99
 89, 153, 16384, 99
 89, 153, 16384, 99
 89, 153, 16384, 99
 89, 210, 16384, 99
 89, 211, 16384, 99
 89, 211, 16384, 99
 89, 211, 16384, 99
 89, 211, 16384, 99
 90, 211, 16384, 99
 90, 211, 16384, 99
 90, 211, 16384, 99
 90, 211, 16384, 99
 90, 211, 16384, 99
 90, 208, 16384, 99
 90, 205, 16384, 99
 90, 205, 16384, 99
 90, 205, 16384, 99
 90, 205, 16384, 99
 91, 205, 16384, 99
 91, 205, 16384, 99
 91, 205, 16384, 99
 91, 205, 16384, 99
 91, 205, 16384, 99
 91, 158, 16384, 99
 91, 155, 16384, 99
 91, 156, 16384, 99
 91, 166, 16384, 99
 91, 166, 16384, 99
 92, 166, 16384, 99
 92, 166, 16384, 99
 92, 166, 16384, 99
 92, 166, 16384, 99
 92, 166, 16384, 99
 92, 153, 16384, 99
 92, 153, 16384, 99
 92, 153, 16384, 99
 92, 153, 16384, 99
 92, 153, 16384, 99
 93, 153, 16384, 99
 93, 153, 16384, 99
 93, 153, 16384, 99
 93, 153, 16384, 99
 93, 153, 16384, 99
 93, 175, 16384, 99
 93, 175, 16384, 99
 93, 175, 16384, 99
 93, 175, 16384, 99
 94, 175, 16384, 99
 94, 175, 16384, 99
 94, 175, 16384, 99
 94, 175, 16384, 99
 94, 175, 16384, 99
 94, 175, 16384, 99
 94, 170, 16384, 99
 94, 169, 16384, 99
 94, 169, 16384, 99
 94, 169, 16384, 99
 95, 169, 16384, 99
 95, 169, 16384, 99
 95, 169, 16384, 99
 95, 169, 16384, 99
 95, 169, 16384, 99
 95, 169, 16384, 99
 95, 187, 16384, 99
 95, 185, 16384, 99
 95, 186, 16384, 99
 95, 186, 16384, 99
 96, 186, 16384, 99
 96, 186, 16384, 99
 96, 186, 16384, 99
 96, 186, 16384, 99
 96, 186, 16384, 99
 96, 186, 16384, 99
 96, 153, 16384, 99
 96, 153, 16384, 99
 96, 153, 16384, 99
 96, 153, 16384, 99
 97, 153, 16384, 99
 97, 153, 16384, 99
 97, 153, 16384, 99
 97, 153, 16384, 99
 97, 153, 16384, 99
 97, 153, 16384, 99
 97, 196, 16384, 99
 97, 196, 16384, 99
 97, 196, 16384, 99
 97, 196, 16384, 99
 98, 196, 16384, 99
 98, 196, 16384, 99
 98, 196, 16384, 99
 98, 196, 16384, 99
 98, 196, 16384, 99
 98, 196, 16384, 99
 98, 227, 16384, 99
 98, 270, 16384, 98
 98, 270, 16384, 98
 98, 270, 16384, 98
 99, 270, 16384, 98
 99, 270, 16384, 98
 99, 270, 16384, 98
 99, 270, 16384, 98
 99, 270, 16384, 98
 99, 270, 16384, 98
 99, 468, 16384, 97
 99, 443, 16384, 97
 99, 443, 16384, 97
 99, 443, 16384, 97
 100, 443, 16384, 97
 100, 443, 16384, 97
 100, 443, 16384, 97
 100, 443, 16384, 97
 100, 443, 16384, 97
 100, 461, 16384, 97
 100, 432, 16384, 97
 100, 447, 16384, 97
 100, 447, 16384, 97
 100, 447, 16384, 97
 101, 447, 16384, 97
 101, 447, 16384, 97
 101, 447, 16384, 97
 101, 447, 16384, 97
 101, 447, 16384, 97
 101, 424, 16384, 97
 101, 430, 16384, 97
 101, 429, 16384, 97
 101, 429, 16384, 97
 101, 429, 16384, 97
 102, 429, 16384, 97
 102, 429, 16384, 97
 102, 429, 16384, 97
 102, 429, 16384, 97
 102, 429, 16384, 97
 102, 365, 16384, 98
 102, 377, 16384, 98
 102, 359, 16384, 98
 102, 353, 16384, 98
 103, 353, 16384, 98
 103, 353, 16384, 98
 103, 353, 16384, 98
 103, 353, 16384, 98
 103, 353, 16384, 98
 103, 353, 16384, 98
 103, 318, 16384, 98
 103, 318, 16384, 98
 103, 318, 16384, 98
 103, 318, 16384, 98
 104, 318, 16384, 98
 104, 318, 16384, 98
 104, 318, 16384, 98
 104, 318, 16384, 98
 104, 318, 16384, 98
 104, 318, 16384, 98
 104, 221, 16384, 99
 104, 107, 16384, 99
 104, 107, 16384, 99
 104, 107, 16384, 99
 105, 107, 16384, 99
 105, 107, 16384, 99
 105, 107, 16384, 99
 105, 107, 16384, 99
 105, 107, 16384, 99
 105, 107, 16384, 99
 105, 118, 16384, 99
 105, 117, 16384, 99
 105, 117, 16384, 99
 105, 117, 16384, 99
 106, 117, 16384, 99
 106, 117, 16384, 99
 106, 117, 16384, 99
 106, 117, 16384, 99
 106, 117, 16384, 99
 106, 117, 16384, 99
 106, 378, 16384, 98
 106, 367, 16384, 98
 106, 379, 16384, 98
 106, 379, 16384, 98
 107, 379, 16384, 98
 107, 379, 16384, 98
 107, 379, 16384, 98
 107, 379, 16384, 98
 107, 379, 16384, 98
 107, 379, 16384, 98
 107, 217, 16384, 99
 107, 217, 16384, 99
 107, 217, 16384, 99
 107, 217, 16384, 99
 108, 217, 16384, 99
 108, 217, 16384, 99
 108, 217, 16384, 99
 108, 217, 16384, 99
 108, 217, 16384, 99
 108, 217, 16384, 99
 108, 216, 16384, 99
 108, 216, 16384, 99
 108, 216, 16384, 99
