uptime_s,free_mb,total_mb,percent,tensor_layers,metal_broken
 2636, 12123, 12124, 100,-1,0
 2636, 12123, 12124, 100,-1,0
 2636, 12123, 12124, 100,-1,0
 2636, 12123, 12124, 100,-1,0
 2636, 12123, 12124, 100,-1,0
 2636, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2637, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2638, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2639, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2640, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2641, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2642, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2643, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2644, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2645, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2646, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2647, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2648, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2649, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2650, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2651, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2652, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2653, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2654, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2655, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2656, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2657, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2658, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2659, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2660, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2661, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2662, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2663, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2664, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2665, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2666, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2667, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2668, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2669, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2670, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2671, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2672, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2673, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2674, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2675, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2676, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2677, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2678, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2679, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2680, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2681, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2682, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2683, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2684, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2685, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2686, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2687, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2688, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2689, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2690, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2691, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2692, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2693, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2694, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2695, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 10 2759,  2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2696, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2697, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2698, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2699, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2700, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2701, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2702, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2703, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2704, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2705, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2706, 12123, 12124, 100,-1,0
 2707, 12123, 12124, 100,-1,0
 2707, 12123, 12124, 100,-1,0
 2707, 12123, 12124, 100,-1,0
 2707, 12123, 12124, 100,-1,0
